vol_num,book_title,author_name,book_contents,cover_file_path,audiobook_path
16,The Warning,Applegate,"Chapter 1
I typed “Bball24.”
Then I typed in my code word, which is a series of letters and numbers.
I moved the mouse and placed the arrow on “Sign On.” I clicked the mouse. And I waited while
the modem dialed.
My name is Jake.
Just Jake. I can’t tell you my last name.
My name online is Bball24. At least, that’s close to being my real online name. I have to be
careful, even about that. See, nothing is safe from the Yeerks. I could give you my actual screen name
and they could find me.
That would be the end of Jake and Bball24. All my friends. And, just maybe, the entire human
race.
You want to know what my screen name means? Well, I used to be really into basketball. I tried
out for our team but didn’t make the cut. But my best game ever I scored twenty-four points. So that’s
what Bball24 is about: basketball, twenty-four points.
Kind of dumb now, I guess. Basketball isn’t all that important to me anymore. And not just
because I didn’t make the team. It’s just that I’m playing a much more intense game now.
I’m an Animorph. It’s a made-up word. You won’t find it in any dictionary. My best friend
Marco came up with it. It’s short for “Animal Morpher.”
It’s what we are, thanks to an alien who died trying to save the people of Earth. He gave us the
power to morph. To become any animal whose DNA we could absorb through touch. We use this
power to fight the Yeerk invasion of Earth.
That’s another word you won’t find in the dictionary: Yeerk. But the word has a terribly real
meaning. The Yeerks are a species of parasitic slug. Yeerks live in the brains of other species. They
live inside Taxxons, inside Hork-Bajir, inside Gedds, and I guess inside a few Leerans. And,
unfortunately for all the free races of the universe, they live inside the brain of one Andalite.
They live in the brains of humans, too. Human-Controllers. That’s a human who isn’t exactly
human anymore. A human-Controller is a slave to the Yeerk in its head.
How many humans have the Yeerks infested? We don’t know. Too many. My brother Tom is one
of them. Marco’s mother is one. Our assistant principal at school is one. We’ve seen human-
Controller cops, human-Controller teachers, and even a TV star who wanted to become a human-
Controller - weird as that may seem.
They are everywhere. They can be anyone.
And that’s why we fight. That’s why we undergo the nightmarish transformations into animal
form again and again. Because our only weapons are the animals we become.
I connected at 38,400 bps. I wish I had a faster modem, but at least this one is better than my old
14,400.
Some offers popped up on the screen. Would I like to apply for a Web Access America Visa
card? No. Would I like to buy a new antivirus program? No.
“You’ve got mail,” the computer said with a sort of mechanical excitement. Like it cared that I
had E-mail.
I clicked on the mail icon. Three E-mails. One was a chain letter. I dumped it. One was from
some guy who must have thought I cared about politics. It was some stupid conspiracy theory. I",Ani 16.0 - The Warning - K. A. Applegate_cover.png,
17,The Underground,Applegate,"Chapter 1
My name is Rachel.
You want to know my last name? Too bad. I don’t give out my last name. No offense. I’m not
trying to be difficult or “too cool.” I’m just being careful.
Here’s the situation. Earth, our little blue and green planet, the one with the fluffy white clouds
and all, is under attack.
It’s not under attack like in some World War II documentary or something. Or like in Star Wars.
It’s more subtle than that. Not a lot of explosions and ray guns or whatever. In most wars, I guess what
people are after is control of land or territory. Or at least they want to ram some idea down some
other person’s throat.
In this war, our enemies don’t care about land. They don’t care about ideology. They don’t want
to take over our capital city and raise some flag or whatever. They want us. They want our physical
bodies.
They are called Yeerks. They are a race of parasitic slugs. Like tapeworms or something. They
need to live in the bodies of other creatures. Otherwise they’re just these gray slugs who slosh around
helplessly in a Yeerk pool.
But unlike a tapeworm or something, Yeerks don’t live in your intestines. They don’t infest your
stomach. It’s your brain they infest.
They enter through your ear. They can squeeze and flatten themselves out to fit into very small
spaces. They enter your ear and then your brain. They squeeze and ooze down into all the little gullies
and ridges and folds of your brain. And then they interface with your brain. They control you. Totally,
absolutely.
They can open your memories anytime they want. You have no privacy. None. No secrets. None.
No escape. None. They are inside your dreams and thoughts and whims and wishes and desires.
Your brain becomes theirs. They own it. They lift your arms and bend your waist. They aim your
eyes and focus on what they want to see. They eat for you. They go to the bathroom for you.
And because they have total access to your every single thought, they can pass for you.
Flawlessly. They can be you, while always remaining themselves. Your friends will never know.
Your mother and father will never know. You will be alone, trapped, helpless, paralyzed in your own
body. Unable to make the simplest decision for yourself. Unable to stop yourself when you betray the
ones you love. Unable to warn those whom the Yeerks target next.
A Controller. That’s what we call a person who has been taken over by a Yeerk. A human-
Controller. Although other species around the galaxy have already fallen to the Yeerks.
The Hork-Bajir are enslaved. The Gedds. The Taxxons, although those vile, evil worms did it
voluntarily. And we’ve learned the Yeerks are moving against a race called the Leerans.
And they are moving against Earth, where people live their normal lives never knowing. I guess
it’s like having cancer or something. You never know the tumor is growing inside you till it’s too late.
So now you know why I’m cautious. Why we hide our true identities.
And who are we? We are Animorphs. Five kids given the power to morph into any animal we
can touch. Five kids who just had the bad luck to be there when the Andalite prince Elfangor landed
his damaged ship. Five of us and Elfangor’s little brother, the Andalite Aximili-Esgarrouth-Isthill.
We call him Ax.
<Who is this Schwarzenegger?> Ax demanded. <I have heard Marco use his name before.>",Ani 17.0 - The Underground - K. A. Applegate_cover.png,
18,The Decision,Applegate,"Chapter 1
My name is Aximili-Esgarrouth-Isthill.
I don’t know if my fellow Andalites will ever recognize that name. I guess some of the story I’m
about to tell will appear in the scientific journals. I mean, the accident that occurred to me has
certainly rewritten the science of Zero-space mass extrusion during morphing.
But I doubt that my real name will be used. I doubt that the whole truth will be told. And I guess
that’s a good thing. You see, there are traitors among us. Yes, traitors among our fellow Andalites.
Andalites working for the Yeerks.
I am the only living Andalite witness to the Ascalin incident. Only I - and my human friends,
Prince Jake, Cassie, Tobias, Rachel, and Marco - know what truly happened aboard that ship on war-
torn planet Leera. And even though I know what happened, I will never know why it happened.
I know it seems impossible even to conceive of Andalites as traitors. I know the very idea
makes any decent Andalite sick inside. But I am telling the truth. The Ascalin incident happened. We
were betrayed by one of our own.
My name is Aximili-Esgarrouth-Isthill, brother of Elfangor-Sirinial-Shamtul. And I swear by his
memory that everything I say here is true.
I am the only Andalite presently located on planet Earth. Don’t bother looking Earth up on any of
the databases. You won’t find much information. The truth is, we lost a Dome ship in orbit above this
planet. The Yeerks destroyed it. We lost my brother, Prince Elfangor, in that battle, too. But before he
died, Elfangor broke our law and gave the secret Andalite morphing power to five human youths.
The Yeerks are after this planet now. They are invading Earth in their usual style. The Yeerk
parasite slugs have an easy time entering human heads, wrapping themselves around human brains.
Enslaving humans as they did the Hork-Bajir and the Gedds. As they hope someday to do to us.
I live among these humans now. With the group of young humans who were given the morphing
power by Elfangor. They call themselves Animorphs. They resist the Yeerk invasion of Earth. All
alone, as far as we know.
I live with humans. I respect them. But my hearts are still Andalite. No matter what anyone ever
says about me and about what happened on Leera, I am true to my own people.
And yet there are times when I wonder: Who are my own people? My race, my species? My
family? My friends? My allies?
My human friends insist on reducing my name to “Ax.” You see, humans communicate by making
mouth-sounds. (most Andalites understand the concept of a “mouth,” I believe.) And although my full
name is easily pronounced in Andalite thought-speak, it is somewhat long and complex for primitive
human mouth-sounds.
I am alone on this planet. The only one of my species. The only Andalite among all the humans.
So I have used the morphing technology to create a human morph. And sometimes, for two hours at a
time, I become human and pass among humans as one of them.
I am very good at passing for human, if I say so myself. I have learned the customs and habits
perfectly so that I seem entirely normal.
That’s how I am able to pass even in the most human of places. For example, the mall. Which is
a place full of shops, most of which sell artificial skin and artificial hooves. Technically known as
“clothing” and “shoes.”
The mall also houses the most wonderful eating places. You see, in addition to making sounds",Ani 18.0 - The Decision - K. A. Applegate_cover.png,
18.5,Megamorphs #2  In the Time of Dinosaurs,Applegate,Afterword,Ani 18.5 - Megamorphs #2_ In the Time of Dinosaurs - K. A. Applegate_cover.png,
19,The Departure,Applegate,"Chapter 1
My name is Cassie.
I am an Animorph. That’s the name we made up for ourselves. Or actually, it’s the name Marco
made up for us. I’m not that clever with words.
I wish I was more clever with words. I really do. Because the story I have to tell is too strange,
and in some ways too beautiful, for me to tell very well.
But I’ll do the best I can. And later, when I can no longer tell the story, Jake will take over.
Here’s what you need to know to begin with: We are not alone in the universe, we creatures of
Earth. We humans are just one of maybe thousands of thinking, reasoning species. There are seven or
eight that I know of for sure, ones that I have personally seen: Humans, Andalites, Yeerks, Hork-Bajir,
Taxxons, Leerans, Gedds, Chee. And the Ellimists, if you can call them a species.
Among these species, the Yeerks move like a virus. They are parasites. Like intelligent
tapeworms. They enter a body, wrap themselves around the brain and take over complete control.
Complete control. The poor creature who has been infested loses all power over his own
actions. He loses all privacy. His memories are like a bunch of videotapes that the Yeerk can play
whenever he wants.
We call a human who has been taken over that way a Controller. The Hork-Bajir have all been
made into Controllers. Well, almost all. The Taxxons, too. The Gedds.
And now the Yeerks are after the human race. They have invaded the body of the human race like
a virus. Like a cancer. Unseen, unsuspected, growing, spreading, enslaving… .
I guess you’d call them evil. I always did. An evil race. An evil species.
And I guess you’d say the Andalites are the opposite. The Andalites fight the Yeerks. It was a
brave Andalite prince who broke his own laws to give us the power to morph. It’s the only power we
have to fight the Yeerks.
This is what I believed: that the Yeerks are evil. That the morphing power is all we have.
So I should have been glad to be able to fight the Yeerks. I should have been glad to have the
morphing power.
I should have been glad… .
<Cassie! Behind you!>
It was night. I was the wolf. I spun with far-more-than-human speed. I saw the Hork-Bajir’s
clawed, bladed foot slash toward me.
I jerked aside.
The foot landed in the dirt beside me, missing me by a hair. One inch to the left and it would
have opened me up like a sardine can.
The Hork-Bajir was off-balance now. All his weight was on that foot. I could see the muscles
rippling. I could see the tendons straining.
I lunged. I opened my jaw wide. I closed my teeth on those muscles, on those tendons, and I
clamped with all the shocking power the wolf possessed.
I twisted my head savagely, ripping, tearing, trying to do damage.
“Rrrraaawwwr, raaawwrrr, rrrr!” I vocalized as I bit down. I repositioned, bit down again, and
twisted and twisted, shaking my shoulders to help rip and tear.
The Hork-Bajir screamed in pain.
He tried to slash at me, but now he was off-balance in the other direction. He was falling back,",Ani 19.0 - The Departure - K. A. Applegate_cover.png,
20,The Discovery,Applegate,"Chapter 1
My name is Marco.
Her name is T’Shondra.
Isn’t that a beautiful name? A beautiful name for a beautiful girl. Which is what I told her as I
sidled up casually to her locker.
“T’Shondra,” I said.
“Marco,” she said.
“A beautiful name for a beautiful girl,” I said.
“What is? Marco?”
“No, T’Shondra.”
“What?”
“T’Shondra. I was just saying I thought it would be a beautiful name for a beautiful girl.”
“Oh, really!” she said, giving me serious fish-eye. “It would be, huh? For a beautiful girl. But
not for me, huh? Is that what you’re saying? You just came all the way over here, acting all cool, to
tell me I should give my name to some beautiful girl because I’m too much of a pig to have the
name?”
At this point I could have explained. But I had this bad feeling that the moment was past. You
know? Like nothing I could possibly say was going to make this work.
“How about if we just say this conversation never happened?” I suggested. “How about if I just
turn and walk away?”
“That would be a good idea.”
Now, where was I? Oh yeah, my name is Marco. And I can’t tell you my last name or where I
live. Why not? Because I’m hoping to live long enough to figure out females, that’s why. I mean, is it
just me, or are they way too sensitive?
The other day I’m talking to this girl named Danielle. And she happens to work out a lot, so she
is very strong. But in a good way. In a good way, I emphasize. So I say to her, “Whoa, Danielle,
you’re looking way buff. Look at those shoulders of yours. You could practically be a boy.”
What does she do? Does she say, “Thanks, Marco, for paying me a compliment”? No. She calls
over this guy she likes, this guy named Justin Mullins, and says, “Marco just said I look like a boy!”
Well. The end result was me running down the hall yelling, “I meant it in a nice way! Stop
chasing me. It was a compliment!”
But that’s beside the point. I’ve been chased by worse than Justin Mullins. I’ve been chased by
Hork-Bajir warriors. I’ve been chased by Taxxons. I’ve been chased by Visser Three himself.
Here’s the thing you need to understand: Life isn’t what you think it is. There are things going on
that you don’t understand.
Earth is being invaded. By some not-nice creatures called Yeerks. They are a parasitic species,
like tapeworms. Only they get into your head, not your stomach.
They control you. Utterly. Totally. You’re the Muppet and they’re the hand. We call people like
that Controllers. That’s what you are when you’re nothing but a human puppet under the control of the
Yeerk in your head.
They are everywhere. They can be anyone. You’ll never know for sure. Your dad, your mom,
your brothers and sisters, the guy who comes to the house and fixes the furnace, the smarmy
anchorman on the news, the politician, the teacher, the cute little kid … There is no way to know. No",Ani 20.0 - The Discovery - K. A. Applegate_cover.png,
21,The Threat,Applegate,"Chapter 1
My name is Jake.
And I was one sorry cockroach.
<Aaaaaahhhhh!> I yelled as I twirled and fell and spun downward toward the ground far below.
Not that I could see the ground. Cockroach eyes are strictly for close-up work. And they’re not
even good at that.
So I couldn’t see the ground thousands of feet below. Nor could I see Marco, Cassie, Ax, and
David, also cockroaches and also falling through the air.
I could hear them, though.
<Aaaaaahhhhh!> Marco yelled.
<Aaaaaahhhhh!> Cassie agreed.
Only Ax was silent. He’s an Andalite. They don’t scream quite as much as humans. It’s not that
they’re braver, it’s more that they’re a telepathic species. So I guess they just didn’t evolve to do a lot
of screaming.
<We’re gonna dieeee!> David yelled in thought-speak panic.
<I do not believe the impact will kill us,> Ax said. <I don’t believe our mass is sufficient to
cause death when we impact.>
<He’s right!> Cassie cried. <You can’t kill a cockroach by dropping it. Not even from this
high.>
<Unless that’s water below us,> Marco said. <In which case we could hit the water and get
chomped by some big hungry fish.>
<Should we demorph?> Ax wondered.
<No time,> I said. <We’d get bigger, more mass, and then when we hit we’d ->
I stopped falling. In an instant something hit me. But it hit me going sideways. A gigantic talon
closed around me.
<That is you guys, right?> Rachel’s thought-speak voice asked calmly. <I mean I figure,
cockroaches falling through the air, gotta be you guys.>
<Yeah, you seldom see cockroaches at a thousand feet up,> Tobias agreed. Rachel and Tobias
had not been aboard the spacecraft. The spacecraft that had kidnapped the president’s helicopter. The
one we’d fallen out of. In cockroach morph.
Maybe I should back up and explain.
It all began when we discovered that the blue box - the morphing cube - had been found by a kid
named David.
Well, no, actually it all began much earlier. Months ago, when Marco, Cassie, Rachel, Tobias,
and I happened to be walking home from the mall by way of an abandoned construction site.
Which is where we saw the damaged spacecraft landing. And where we met Elfangor, an
Andalite prince. Elfangor was dying. His enemies, the Yeerks, were hot on his trail. He was out of
time.
So he did something Andalites don’t usually do: He trusted some non-Andalites. Namely, the
five of us. He told us that Earth was being invaded by a race of parasites called Yeerks.
The Yeerks are slugs, really. Not very impressive-looking or scary. But they have the ability to
enter a brain - almost any brain - and take control of it. Absolute, complete, total control.
They’ve done this to the entire race of Gedds from their own home world. They’ve done it to the",Ani 21.0 - The Threat - K. A. Applegate_cover.png,
22,The Solution,Applegate,"Chapter 1
My name is Rachel.
And I was deep in this strange dream that seemed to involve me trying on dresses at my favorite
department store. Only the salesladies kept bringing me things that were way, way too small.
So I said, “Hey, can’t you tell these aren’t my size?” And the saleslady said, “Well, we don’t
have anything in your size.”
“What?” I demanded. “You don’t have anything in size three hundred and twelve?”
Wait a minute, I thought. I don’t wear size three hundred and twelve. But at that moment I caught
sight of myself in the mirror. And I was in my elephant morph.
I was still growing. Bigger and bigger, till my massive bulk was pressing people against the
walls and floors and ceiling.
I looked down, and there, beneath one massive fold of elephant belly, was a small figure in an
orange hooded sweatshirt.
“Oh, my God! She killed Kenny!” someone cried.
“Aaaahhhh!” I screamed.
“Try Juniors on the second floor,” the saleslady suggested. “Only please don’t use the elevator.”
And then she leaped at me and started digging her fingernails into me. They were really sharp.
So I got mad and I shoved her. Only when I shoved her, she suddenly wasn’t a saleslady at all.
She was a bird.
“Aaahhh!” I yelled, sitting straight up.
There, in the darkness of my room, the large gray bird fluttered back and knocked into my desk.
“Tobias?” I whispered. Only it wasn’t a red-tailed hawk. It was like a hawk, but gray and white.
<No, it’s Aximili. You must come now. Tobias is … missing. And Prince Jake is in danger.>
I threw back the covers and my bare feet hit the floor. “What?”
<It’s David. He is a traitor.>
I was fully awake. Wide-awake and already mad. I grabbed some throw pillows and shoved
them under the blankets. Hopefully they would look like me asleep if my mom came in to check on
me.
I glanced at the clock. Late. V
ery late. So late it was early.
I quickly ran through a list of possible morphs. I had to be able to fly. And it was night. I focused
my mind on the image of a great horned owl.
I began to change, even as I hammered Ax with questions.
“What happened?”
<Jake, Tobias, and I watched and waited outside Cassie’s barn. As you know, Jake suspected
David might have decided to turn against us.>
“That weasel! That slimy nyeeerrrrrff.”
My tongue had shrunk rapidly in the middle of telling Ax what I thought about David. Probably
for the best. Ax would have asked me to define the word I was about to use, and that wouldn’t have
been a good idea.
I was shrinking all this time, of course. And the brown feathers were appearing on my skin. First
as outlines, then as weirdly realistic tattoos, then, quite suddenly, as actual three-dimensional
feathers.
<David left the barn in his golden eagle morph. Tobias followed him. We followed soon after,",Ani 22.0 - The Solution - K. A. Applegate_cover.png,
22.5,The Hork Bajir Chronicles,Applegate,"Prologue
My name is Tobias.
I was restless. Don’t ask me why, I just was. So I flew.
There were no Animorph missions planned. The others didn’t need me right then. So even though
the sun was going down, I flew.
I flew toward the mountains. Toward the secret, hidden valley the Ellimist had showed me.
Even now I had trouble finding it. Even though I knew exactly where it was. Even though, as a
red-tailed hawk, I had vision far better than any human.
The Ellimist had concealed the valley from human eyes. How? Who knows? The Ellimist could
hide all of planet Earth if he wanted to.
But knowing where the valley was, I could find it with some effort. I found the narrow gap
between two ridges. I was not fooled by the way my eyes kept sliding away from the gap, as if some
negative magnetism was at work.
I flew as the sun dropped and the air cooled and the lift beneath my broad wings failed. I had to
flap harder to stay aloft. Stupid, really. Now I’d have to spend the night here in the valley.
Then, below me, I saw a sight that made me glad to be there. A strange creature like nothing
Earth has ever given birth to. It was four feet tall. There were razor-sharp blades at its ankles, knees,
wrists, and elbows. There were two long, forward-raked horns coming from its head. It had a tail that
ended in Stegosaurus spikes.
A young Hork-Bajir.
A young, free Hork-Bajir.
It was swinging, leaping through the trees like a monkey or a squirrel. Running through the tree
branches, but happy-running, not scared-running.
I’d played a small part in the Ellimist’s plan to create a free colony of Hork-Bajir. Not that the
Ellimist interferes in the lives of other species.
So he claims.
Right.
In any case, the other Animorphs and I had played a role in helping two escaping Hork-Bajir
find their way here. Jara Hamee and Ket Halpak. Like all Hork-Bajir, they had been infested by
Yeerks. They’d been slaves of the Yeerks.
Somehow they had escaped. Don’t ask me how. Ask the guy who doesn’t interfere in the lives of
other species.
They’d had a baby. That was him … or her … cavorting beneath me. I still was not very good at
telling the difference.
Hork-Bajir don’t live as long as humans. So they grow up faster, too.
I increased my speed and outraced the Hork-Bajir child. I found the nest of caves, six or eight,
all close together, where we’d figured the Hork-Bajir would live.
But to my surprise I could now see that the caves were unused. The adults were in the trees. But
not just Jara Hamee and Ket Halpak. There were a dozen or more Hork-Bajir there now. All free.
Many starting to raise families.
I realized then that I had not accidentally headed toward the hidden Hork-Bajir valley. It had
been deliberate, even if it was subconscious. I’d been feeling kind of down. But now, seeing this
fragile community of free Hork-Bajir … well, how can you see freedom replace slavery and not feel",Ani 22.5 - The Hork-Bajir Chronicles - K. A. Applegate_cover.png,
23,The Pretender,Applegate,"Chapter 1
My name is Tobias.
That’s my name. But names don’t really tell you much, do they? I’ve known two Rachels. One
was this whiny, obnoxious person. The other Rachel - the one I know now - is the bravest person I’ve
ever known.
But you’d think that my telling you my name is Tobias would at least tell you that I’m human,
wouldn’t you? You’d assume I have arms and legs and a face and a mouth. But names don’t even tell
you that.
I am not human.
I was human once. I was born a human. There are human characteristics within me. And I can
become a human for two hours at a time. But I am not human.
I am a red-tailed hawk. A very common species of hawk, nothing exotic. Red-tails tend to live in
woods near an open field or meadow. We hunt best that way: by sitting on a tree branch, gazing out
across the field, spotting prey, then swooping in quickly for the kill.
That’s what I do. I live in the trees near a very nice meadow. Unfortunately, the hunting has been
bad lately. Partly that’s just the way it goes. There are good times and bad times in the predator
business.
But more, it’s competition. Another red-tail has been moving in on my territory. He’s been eating
my mice. Between him and the minor drought we’ve been having, food’s getting a little scarce.
Stupid, huh? Stupid that I’d worry about something like that. I mean, I have powers far greater
than that other red-tail. I can morph to human. I can morph to any animal. I could morph to some
member of the feline family or some kind of snake and take out the red-tail.
Only I don’t.
I could confront the other hawk. Red-tail to red-tail. We could fight it out.
Only I don’t.
I don’t do anything. Pretty soon he’ll make a move on me, push me aside. Maybe then I’ll have to
figure out what to do. But right now, I don’t do anything. I just go hungry.
I could go to the others for help. To Rachel and the other Animorphs, my friends. But how weak
is that? How can I go begging for help to deal with a situation I should be able to handle myself?
I sat on my branch, in my tree, and watched the dry grass. I watched as only a hawk can watch.
With telescope eyes and a mind that never grows tired of looking for the clues to a kill.
I waited and watched and listened. A twitch of a grass stalk. A slight puff of rising dust. The
faint sounds of tiny feet scrabbling in the dirt.
And from time to time I looked across the meadow at him. At the other hawk. He was a hundred
yards away. The length of a football field. But I could see him clearly. It was like looking in a far-
distant mirror. The angry, yellow-brown eyes. The wickedly curved beak. The sharp talons dug into
the bark of a branch.
He looked at me. Our eyes met. He was pure hawk. I was … I was that unique, misfit creature
called Tobias.
<No,> I said to him, though of course he understood nothing. <No, I won’t use my morphing
powers against you. It will be me and you. Hawk against hawk.>
He returned his gaze to the field. So did I. I had long since marked the burrow of a rabbit and its
family. Three baby rabbits had survived. I was human enough to know that people - humans- would",Ani 23.0 - The Pretender - K. A. Applegate_cover.png,
24,The Suspicion,Applegate,"Chapter 1
Go forth, mighty warriors! Go forth into space! All the galaxy shall tremble before the Helmacrons. All will obey us. All will be our
slaves. For only we are truly worthy to be Lords of the Universe.
- Posthumous Exhortation of the Emperor
. From the log of the Helmacron ship, Galaxy Blaster
My name is Cassie.
There are a lot of things about me that I can’t tell you. My last name, for example. Or my
address.
I live in a paranoid world. I wish I didn’t, but I do. And I have no choice but to conceal, to lie,
to mislead. Even while I am desperately trying to tell the truth.
You must know the truth. You must accept what is happening to Earth, to humanity. Because only
by knowing can you fight the terrible evil that is upon us.
I am referring, of course, to the Yeerks.
Not to the Helmacrons.
The Yeerks are a parasitic species from a far-distant planet. They originate in an aquatic
environment. A Yeerk pool. At some point in their evolution they moved out of the safety and sensory
deprivation of the pool and evolved an ability to enter the brains of a species called Gedds.
For a long time, millennia, maybe, they were content to go that far. They did not know about
space travel or technology at all. Like humans, they did not know of the existence of other species in
the galaxy.
At least, that’s what our Andalite friend, Ax, tells us. I’m sure it would be fascinating to study
the evolution of the Yeerk species. Kind of like it must be fascinating to study cholera or typhoid.
Study with care. Because as far as humans are concerned, the Yeerks are disease. They are
spreading throughout our population.
They enter through the ear canal. They have the ability to thin out their bodies, displace the
portions of the inner ear that are in the way, and drill into the skull. There they flatten their bodies out,
sinking into the crevices on the surface of a human brain.
They tie into the brain. Like you or me accessing a computer with a keyboard. They can see all
of your memories. They know all of your thoughts. All.
And they can control you utterly and completely. They move your hands. They move your feet.
They aim your eyes and tilt your head and make that familiar smile everyone knows is yours alone.
We call them Controllers. The slaves of the Yeerks. The Hork-Bajir people were the Yeerks’
first great alien conquest. Then they infiltrated the Taxxons. They have had skirmishes with a dozen
other species. But now they are after their greatest prize: Homo sapiens.
Humans. Humans, with fingers more delicate and capable than any Taxxon or Hork-Bajir or
Gedd. Humans, who could be fed almost anything, unlike the bark-eating Hork-Bajir or the eternally
ravenous, cannibalistic Taxxons. Humans, who exist in numbers far greater than all those species
combined.
We are the perfect host bodies. Not as dangerous as a Hork-Bajir can be, but infinitely more
adaptable.
Billions of unaware, skeptical human beings. We look, to the Yeerks, like Aztec gold looked to
Cortés. We could be the solution to all their problems. We could give them the sheer numbers to
explode from Earth and ravage every other species in existence.
Fighting against this invasion are the Andalites. Outnumbered, outgunned, unprepared. Like",Ani 24.0 - The Suspicion - K. A. Applegate_cover.png,
25,The Extreme,Applegate,"Chapter 1
My name is Marco.
I doubt we’ve ever met, but I’ll bet you know somebody like me. Every class has a Marco. You
know, the one who’s the smartest, wittiest, most charming, coolest, and the best-looking.
That’s me.
I can’t tell you my last name. I can’t tell you where I live, either, or anything specific about me
that might help certain people find me.
Believe me, I wish I could. Anonymity has its downside. Last week, for example, I wanted to run
through the halls of my school screaming my name so everyone could hear. I wanted to hop on a
cafeteria table and dance on somebody’s Tater Tots until a hall monitor came to drag me away. I
wanted to call an assembly so everyone could congratulate me.
I’d gotten a date.
And not just any date. A date with the most beautiful girl in our whole school. If not the whole
world.
Marian.
Not only is Marian gorgeous, with long, black hair, deep, dark eyes, and dimples that make me
want to cry every time she smiles. She’s also nearly as smart, charming, and charismatic as I am.
You can see we’re a perfect couple. The only flaw I can find in her is that she doesn’t seem to
think my jokes are very funny.
That, and her taste in music.
You want to know the coolest thing of all about this date? Marian asked me out. I didn’t have to
do a thing. We were just leaving our music appreciation class together when Marian said to me:
“Wow, Marco, you really seem to know a lot about classical music. And may I say, you are an
unusually handsome, manly man. I want you, I want you now.”
Okay, that maybe a slight exaggeration. But she definitely said the part about me knowing a lot
about music.
“Either that, or I can scam teachers like no one else around,” I said.
Actually, I know next to nothing about classical music. But my dad’s got a huge collection of
classical CD’s. Sometimes he’ll hog the TV
, watching documentaries about Mozart and Beethoven
and other wild-eyed guys.
“Well, I have tickets to Symphony Hall this Sunday afternoon,” Marian said. “They’re playing
Beethoven’s Third. It’s my absolute favorite symphony. Do you want to come?”
“Well, I’m more of a fan of his thirty-third,” I said, hoping I wouldn’t pass out at her feet. Marian
had just asked me out on a date!
Marian gave me a quizzical look. “His thirty-third? I don’t get it. Were you making a joke?”
“Of course! It’s a joke, hah HAH!” I said, sounding only slightly hysterical. “I love Beethoven’s
Third. It’s just so …” I wasn’t sure what to say. I’d never heard the thing before in my life. Marian
looked at me eagerly, waiting for me to finish my sentence.
“It’s just so …”
“Beautiful?” Marian suggested.
“Yes!” I replied. “That’s a perfect word for it. Although I was leaning toward exquisite. Maybe
even rapturous.”
“Oh, yes!” Marian cried. “It’s all those things! So will you come?”",Ani 25.0 - The Extreme - K. A. Applegate_cover.png,
26,The Attack,Applegate,"Prologue
The dream came again. As real as it always was.
The Yeerk was in my head once more. He was starved of Kandrona rays, weakening, failing. I
was watching him die.
The Yeerk cried in pain again and again. And the memory visions came floating up as clear as if
they had all just happened.
They were visions of the Yeerk’s life. And the lingering memories he had stolen from his hosts.
One of those hosts had been my own brother, Tom.
I felt each of those minds in my own as the Yeerk gave up his life. I was the caretaker of those
memories of despair.
At the end, the Yeerk was no longer in pain. He was beyond pain.
I opened my eyes and looked at Cassie. It happened so naturally. I opened my eyes by my own
will for the first time since I’d been infested.
And then, for the first time in more than an hour, the Yeerk spoke. <So. You win … human.>
The Yeerk shuddered. I could feel it as a physical spasm. My vision changed. And I felt
something impossible to describe. I felt as if I were seeing through things. Into things. Like I could
see the front and back and top and bottom and inside of everything all at once.
It was as if I had slipped out of the normal world. Out of the real universe. I was in a different
reality. I was peeking through a tear in a movie screen. On the surface, the three-dimensional movie -
my world - played. Beyond it … something my mind could not comprehend.
In my dream, my dream of memory, I felt the terror grow. I knew what was coming next. I
writhed in my sleep, twisting my sheets around me. Wake up! Wake up!
But I could not wake up. I never could, not till the dream was complete.
And so I saw it again.
A creature. Or a machine. Some combination of both. It had no arms. It sat still, as if it were
bolted down, on a throne that was miles high. It could not move, and yet the power that flowed from it
was like a hurricane of energy.
Its head was a single eye. The eye turned slowly … left … right …
I trembled. I prayed it would not look my way.
And then it saw me.
The eye, the bloodred eye, looked straight at me.
Through me.
It saw me.
It SAW me!
No! NO! I cried in silent terror. I tried to look away, but my eyelids were transparent, my head
would not twist far enough to avoid its gaze.
It spoke the single word it spoke only in my dreams.
And now, at last, I could awaken, shaking in a sweat-soaked bed.
Why? Why would this dream not go away? I’d had other nightmares, other awful memories of
fear and violence that needed to be exorcized in my dreams.
But they had each faded. While this dream came again and again.
I got up and staggered into the bathroom. I snapped on the glaring fluorescent light. Then I
stepped to the sink and looked at my face, my head.",Ani 26.0 - The Attack - K. A. Applegate_cover.png,
